Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
2134,222161.34,-3.7302,20.0428,77.12,77.12,0.84,0.84,76.28,76.28,77.12→0.84 (Δ=76.28),77.12→0.84 (Δ=76.28),65.85,253.98
2135,221275.11,-3.4024,20.1381,78.39,78.39,0.43,0.43,77.97,77.97,78.39→0.43 (Δ=77.97),78.39→0.43 (Δ=77.97),65.85,253.98
2136,220941.12,-4.1084,20.167,79.55,79.55,1.58,1.58,77.97,77.97,79.55→1.58 (Δ=77.97),79.55→1.58 (Δ=77.97),65.85,253.98
2137,222083.46,-3.8603,20.0666,78.89,78.89,0.92,0.92,77.97,77.97,78.89→0.92 (Δ=77.97),78.89→0.92 (Δ=77.97),65.85,253.98
2138,221387.14,-4.6014,19.9197,77.66,77.66,0.3,0.3,77.36,77.36,77.66→0.30 (Δ=77.36),77.66→0.30 (Δ=77.36),65.85,253.98
2139,222297.53,-4.099,19.9416,79.67,79.67,1.7,1.7,77.97,77.97,79.67→1.70 (Δ=77.97),79.67→1.70 (Δ=77.97),65.85,253.98
2140,222669.2,-4.6023,20.2115,77.27,77.27,0.69,0.69,76.58,76.58,77.27→0.69 (Δ=76.58),77.27→0.69 (Δ=76.58),65.85,253.98
2141,222973.18,-4.184,20.0944,78.69,78.69,0.72,0.72,77.97,77.97,78.69→0.72 (Δ=77.97),78.69→0.72 (Δ=77.97),65.85,253.98
2142,223158.83,-4.2182,20.0695,79.23,79.23,1.26,1.26,77.97,77.97,79.23→1.26 (Δ=77.97),79.23→1.26 (Δ=77.97),65.85,253.98
2143,223336.71,-4.2142,20.0815,79.6,79.6,1.63,1.63,77.97,77.97,79.60→1.63 (Δ=77.97),79.60→1.63 (Δ=77.97),65.85,253.98
2144,223010.87,-3.8757,20.0539,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
2145,223075.36,-3.3588,20.1245,79.21,79.21,1.24,1.24,77.97,77.97,79.21→1.24 (Δ=77.97),79.21→1.24 (Δ=77.97),65.85,253.98
2146,223310.9,-3.3394,20.6186,77.95,77.95,0.02,0.02,77.93,77.93,77.95→0.02 (Δ=77.93),77.95→0.02 (Δ=77.93),65.85,253.98
2147,222516.79,-3.0378,20.5855,77.36,77.36,0.61,0.61,76.75,76.75,77.36→0.61 (Δ=76.75),77.36→0.61 (Δ=76.75),65.85,253.98
2148,223026.99,-2.6785,20.2564,77.51,77.51,0.45,0.45,77.06,77.06,77.51→0.45 (Δ=77.06),77.51→0.45 (Δ=77.06),65.85,253.98
2149,222362.9,-3.1458,20.3677,78.69,78.69,0.73,0.73,77.97,77.97,78.69→0.73 (Δ=77.97),78.69→0.73 (Δ=77.97),65.85,253.98
2150,221901.03,-2.7549,20.3638,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
2151,221620.36,-3.0288,19.9789,77.85,77.85,0.11,0.11,77.74,77.74,77.85→0.11 (Δ=77.74),77.85→0.11 (Δ=77.74),65.85,253.98
2152,221254.66,-2.7461,20.4452,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
2153,220839.73,-3.5072,20.3759,78.6,78.6,0.63,0.63,77.97,77.97,78.60→0.63 (Δ=77.97),78.60→0.63 (Δ=77.97),65.85,253.98
2154,220259.9,-2.9585,20.1247,78.35,78.35,0.38,0.38,77.97,77.97,78.35→0.38 (Δ=77.97),78.35→0.38 (Δ=77.97),65.85,253.98
2155,221154.42,-3.2078,19.9774,78.26,78.26,0.29,0.29,77.97,77.97,78.26→0.29 (Δ=77.97),78.26→0.29 (Δ=77.97),65.85,253.98
2156,221306.11,-3.0871,20.0934,77.12,77.12,0.85,0.85,76.27,76.27,77.12→0.85 (Δ=76.27),77.12→0.85 (Δ=76.27),65.85,253.98
2157,221699.2,-3.8049,20.0151,80.46,80.46,2.49,2.49,77.97,77.97,80.46→2.49 (Δ=77.97),80.46→2.49 (Δ=77.97),65.85,253.98
2158,222169.19,-3.7362,19.6831,77.44,77.44,0.53,0.53,76.92,76.92,77.44→0.53 (Δ=76.92),77.44→0.53 (Δ=76.92),65.85,253.98
2159,221468.39,-3.7705,19.9171,78.77,78.77,0.8,0.8,77.97,77.97,78.77→0.80 (Δ=77.97),78.77→0.80 (Δ=77.97),65.85,253.98
2160,222256.13,-3.9093,19.9534,77.89,77.89,0.07,0.07,77.82,77.82,77.89→0.07 (Δ=77.82),77.89→0.07 (Δ=77.82),65.85,253.98
2161,222193.64,-3.7005,20.1231,78.1,78.1,0.13,0.13,77.97,77.97,78.10→0.13 (Δ=77.97),78.10→0.13 (Δ=77.97),65.85,253.98
2162,222049.33,-4.6136,20.3702,78.29,78.29,0.33,0.33,77.97,77.97,78.29→0.33 (Δ=77.97),78.29→0.33 (Δ=77.97),65.85,253.98
2163,222226.08,-3.7598,20.4669,77.98,77.98,0.01,0.01,77.97,77.97,77.98→0.01 (Δ=77.97),77.98→0.01 (Δ=77.97),65.85,253.98
2164,221663.67,-4.1184,20.016,78.07,78.07,0.11,0.11,77.97,77.97,78.07→0.11 (Δ=77.97),78.07→0.11 (Δ=77.97),65.85,253.98
2165,222232.95,-4.8445,20.4249,79.42,79.42,1.45,1.45,77.97,77.97,79.42→1.45 (Δ=77.97),79.42→1.45 (Δ=77.97),65.85,253.98
2166,223367.43,-4.0841,20.8796,77.21,77.21,0.76,0.76,76.45,76.45,77.21→0.76 (Δ=76.45),77.21→0.76 (Δ=76.45),65.85,253.98
2167,223440.83,-4.2182,20.6188,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
2168,223962.95,-4.4107,20.4652,79.32,79.32,1.36,1.36,77.97,77.97,79.32→1.36 (Δ=77.97),79.32→1.36 (Δ=77.97),65.85,253.98
2169,224783.32,-3.5182,20.1613,79.78,79.78,1.81,1.81,77.97,77.97,79.78→1.81 (Δ=77.97),79.78→1.81 (Δ=77.97),65.85,253.98
2170,225531.13,-3.8621,20.1103,79.73,79.73,1.76,1.76,77.97,77.97,79.73→1.76 (Δ=77.97),79.73→1.76 (Δ=77.97),65.85,253.98
2171,225750.64,-3.6823,19.8561,79.36,79.36,1.4,1.4,77.97,77.97,79.36→1.40 (Δ=77.97),79.36→1.40 (Δ=77.97),65.85,253.98
2172,225272.9,-3.934,20.1671,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
2173,225293.34,-3.2945,19.9316,78.1,78.1,0.14,0.14,77.97,77.97,78.10→0.14 (Δ=77.97),78.10→0.14 (Δ=77.97),65.85,253.98
2174,225246.94,-3.4363,19.9765,78.62,78.62,0.66,0.66,77.97,77.97,78.62→0.66 (Δ=77.97),78.62→0.66 (Δ=77.97),65.85,253.98
2175,224570.58,-3.3218,20.0076,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
2176,224636.58,-3.2343,19.8241,78.57,78.57,0.6,0.6,77.97,77.97,78.57→0.60 (Δ=77.97),78.57→0.60 (Δ=77.97),65.85,253.98
2177,224554.83,-2.7835,19.7703,79.55,79.55,1.58,1.58,77.97,77.97,79.55→1.58 (Δ=77.97),79.55→1.58 (Δ=77.97),65.85,253.98
2178,223984.13,-3.272,19.8526,78.66,78.66,0.7,0.7,77.97,77.97,78.66→0.70 (Δ=77.97),78.66→0.70 (Δ=77.97),65.85,253.98
2179,223273.08,-3.5821,20.0858,78.37,78.37,0.41,0.41,77.97,77.97,78.37→0.41 (Δ=77.97),78.37→0.41 (Δ=77.97),65.85,253.98
2180,222551.5,-3.4889,20.2028,77.53,77.53,0.44,0.44,77.09,77.09,77.53→0.44 (Δ=77.09),77.53→0.44 (Δ=77.09),65.85,253.98
2181,222462.13,-3.5835,20.6347,79.42,79.42,1.45,1.45,77.97,77.97,79.42→1.45 (Δ=77.97),79.42→1.45 (Δ=77.97),65.85,253.98
2182,223105.8,-3.7053,20.7646,77.72,77.72,0.24,0.24,77.48,77.48,77.72→0.24 (Δ=77.48),77.72→0.24 (Δ=77.48),65.85,253.98
2183,223352.08,-3.5514,20.7433,77.82,77.82,0.15,0.15,77.67,77.67,77.82→0.15 (Δ=77.67),77.82→0.15 (Δ=77.67),65.85,253.98
2184,222074.93,-3.603,21.0018,77.9,77.9,0.07,0.07,77.84,77.84,77.90→0.07 (Δ=77.84),77.90→0.07 (Δ=77.84),65.85,253.98
2185,221643.78,-4.1624,20.3371,78.12,78.12,0.15,0.15,77.97,77.97,78.12→0.15 (Δ=77.97),78.12→0.15 (Δ=77.97),65.85,253.98
2186,221948.89,-4.2738,20.5925,77.56,77.56,0.4,0.4,77.16,77.16,77.56→0.40 (Δ=77.16),77.56→0.40 (Δ=77.16),65.85,253.98
2187,221945.47,-4.0637,20.5695,76.85,76.85,1.12,1.12,75.73,75.73,76.85→1.12 (Δ=75.73),76.85→1.12 (Δ=75.73),65.85,253.98
2188,222097.65,-4.4356,20.3425,78.61,78.61,0.64,0.64,77.97,77.97,78.61→0.64 (Δ=77.97),78.61→0.64 (Δ=77.97),65.85,253.98
2189,222301.81,-3.9357,20.4711,77.99,77.99,0.02,0.02,77.97,77.97,77.99→0.02 (Δ=77.97),77.99→0.02 (Δ=77.97),65.85,253.98
2190,221264.9,-4.2486,20.4527,78.4,78.4,0.43,0.43,77.97,77.97,78.40→0.43 (Δ=77.97),78.40→0.43 (Δ=77.97),65.85,253.98
2191,221266.87,-4.0912,20.4167,77.9,77.9,0.06,0.06,77.84,77.84,77.90→0.06 (Δ=77.84),77.90→0.06 (Δ=77.84),65.85,253.98
2192,220915.44,-4.1389,20.4643,76.8,76.8,1.17,1.17,75.62,75.62,76.80→1.17 (Δ=75.62),76.80→1.17 (Δ=75.62),65.85,253.98
2193,221599.57,-3.6838,20.6258,79.17,79.17,1.21,1.21,77.97,77.97,79.17→1.21 (Δ=77.97),79.17→1.21 (Δ=77.97),65.85,253.98
2194,220644.23,-4.4823,21.0703,78.08,78.08,0.11,0.11,77.97,77.97,78.08→0.11 (Δ=77.97),78.08→0.11 (Δ=77.97),65.85,253.98
2195,220256.35,-4.4509,21.2706,79.86,79.86,1.89,1.89,77.97,77.97,79.86→1.89 (Δ=77.97),79.86→1.89 (Δ=77.97),65.85,253.98
2196,220286.44,-5.0578,21.5203,77.75,77.75,0.21,0.21,77.54,77.54,77.75→0.21 (Δ=77.54),77.75→0.21 (Δ=77.54),65.85,253.98
2197,219951.24,-4.5294,21.5904,80.66,80.66,2.69,2.69,77.97,77.97,80.66→2.69 (Δ=77.97),80.66→2.69 (Δ=77.97),65.85,253.98
2198,220441.07,-4.6542,21.5769,77.33,77.33,0.64,0.64,76.69,76.69,77.33→0.64 (Δ=76.69),77.33→0.64 (Δ=76.69),65.85,253.98
2199,221155.08,-4.5524,21.4725,79.62,79.62,1.65,1.65,77.97,77.97,79.62→1.65 (Δ=77.97),79.62→1.65 (Δ=77.97),65.85,253.98
2200,221443.32,-4.1161,21.3924,78.25,78.25,0.28,0.28,77.97,77.97,78.25→0.28 (Δ=77.97),78.25→0.28 (Δ=77.97),65.85,253.98
2201,221688.28,-3.9692,21.2647,79.32,79.32,1.35,1.35,77.97,77.97,79.32→1.35 (Δ=77.97),79.32→1.35 (Δ=77.97),65.85,253.98
2202,222390.3,-3.7195,21.5068,77.3,77.3,0.67,0.67,76.63,76.63,77.30→0.67 (Δ=76.63),77.30→0.67 (Δ=76.63),65.85,253.98
2203,222190.11,-3.9333,21.1954,77.47,77.47,0.49,0.49,76.98,76.98,77.47→0.49 (Δ=76.98),77.47→0.49 (Δ=76.98),65.85,253.98
2204,222806.42,-3.9936,21.2997,76.67,76.67,1.3,1.3,75.37,75.37,76.67→1.30 (Δ=75.37),76.67→1.30 (Δ=75.37),65.85,253.98
2205,223113.48,-4.0119,21.681,79.2,79.2,1.23,1.23,77.97,77.97,79.20→1.23 (Δ=77.97),79.20→1.23 (Δ=77.97),65.85,253.98
2206,222794.56,-3.9806,21.4175,77.49,77.49,0.48,0.48,77.0,77.0,77.49→0.48 (Δ=77.00),77.49→0.48 (Δ=77.00),65.85,253.98
2207,222730.45,-4.2664,21.1241,79.28,79.28,1.31,1.31,77.97,77.97,79.28→1.31 (Δ=77.97),79.28→1.31 (Δ=77.97),65.85,253.98
2208,222388.03,-4.3178,21.2102,77.39,77.39,0.58,0.58,76.81,76.81,77.39→0.58 (Δ=76.81),77.39→0.58 (Δ=76.81),65.85,253.98
2209,222308.41,-4.4055,21.1233,77.44,77.44,0.53,0.53,76.91,76.91,77.44→0.53 (Δ=76.91),77.44→0.53 (Δ=76.91),65.85,253.98
2210,220612.82,-4.0344,21.1156,77.53,77.53,0.44,0.44,77.08,77.08,77.53→0.44 (Δ=77.08),77.53→0.44 (Δ=77.08),65.85,253.98
2211,221409.74,-3.7393,21.0455,78.04,78.04,0.07,0.07,77.97,77.97,78.04→0.07 (Δ=77.97),78.04→0.07 (Δ=77.97),65.85,253.98
2212,220772.77,-3.969,21.2759,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
2213,220331.31,-3.7653,21.2856,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
2214,220491.87,-4.2471,21.0458,80.29,80.29,2.32,2.32,77.97,77.97,80.29→2.32 (Δ=77.97),80.29→2.32 (Δ=77.97),65.85,253.98
2215,221586.45,-4.5086,21.6062,78.98,78.98,1.01,1.01,77.97,77.97,78.98→1.01 (Δ=77.97),78.98→1.01 (Δ=77.97),65.85,253.98
2216,220826.38,-4.1972,21.2379,78.96,78.96,0.99,0.99,77.97,77.97,78.96→0.99 (Δ=77.97),78.96→0.99 (Δ=77.97),65.85,253.98
2217,221596.31,-4.8013,21.4236,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
2218,221163.79,-4.9701,20.8883,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
2219,221499.38,-4.2458,20.9368,77.74,77.74,0.23,0.23,77.51,77.51,77.74→0.23 (Δ=77.51),77.74→0.23 (Δ=77.51),65.85,253.98
2220,220810.16,-5.1322,20.7278,77.25,77.25,0.72,0.72,76.53,76.53,77.25→0.72 (Δ=76.53),77.25→0.72 (Δ=76.53),65.85,253.98
2221,221725.74,-4.4367,21.0476,77.41,77.41,0.55,0.55,76.86,76.86,77.41→0.55 (Δ=76.86),77.41→0.55 (Δ=76.86),65.85,253.98
2222,221752.31,-4.5382,21.1314,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
2223,221544.26,-4.9971,21.203,78.26,78.26,0.29,0.29,77.97,77.97,78.26→0.29 (Δ=77.97),78.26→0.29 (Δ=77.97),65.85,253.98
2224,220810.38,-5.1083,21.0944,78.62,78.62,0.65,0.65,77.97,77.97,78.62→0.65 (Δ=77.97),78.62→0.65 (Δ=77.97),65.85,253.98
2225,222162.54,-4.709,21.1344,79.61,79.61,1.65,1.65,77.97,77.97,79.61→1.65 (Δ=77.97),79.61→1.65 (Δ=77.97),65.85,253.98
2226,221193.11,-5.3524,21.3714,78.87,78.87,0.91,0.91,77.97,77.97,78.87→0.91 (Δ=77.97),78.87→0.91 (Δ=77.97),65.85,253.98
2227,222249.64,-5.2934,21.1303,77.2,77.2,0.76,0.76,76.44,76.44,77.20→0.76 (Δ=76.44),77.20→0.76 (Δ=76.44),65.85,253.98
2228,223536.68,-4.9118,21.0622,79.2,79.2,1.23,1.23,77.97,77.97,79.20→1.23 (Δ=77.97),79.20→1.23 (Δ=77.97),65.85,253.98
2229,223608.35,-5.302,20.8057,78.71,78.71,0.74,0.74,77.97,77.97,78.71→0.74 (Δ=77.97),78.71→0.74 (Δ=77.97),65.85,253.98
2230,223240.96,-4.8194,20.4134,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
2231,223696.83,-5.1887,20.7858,78.48,78.48,0.51,0.51,77.97,77.97,78.48→0.51 (Δ=77.97),78.48→0.51 (Δ=77.97),65.85,253.98
2232,223615.02,-5.3258,20.5756,78.25,78.25,0.28,0.28,77.97,77.97,78.25→0.28 (Δ=77.97),78.25→0.28 (Δ=77.97),65.85,253.98
2233,224606.61,-4.5008,20.7796,77.29,77.29,0.68,0.68,76.61,76.61,77.29→0.68 (Δ=76.61),77.29→0.68 (Δ=76.61),65.85,253.98
2234,224735.43,-5.023,21.1575,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
2235,224439.93,-4.5187,21.2863,77.22,77.22,0.75,0.75,76.47,76.47,77.22→0.75 (Δ=76.47),77.22→0.75 (Δ=76.47),65.85,253.98
2236,223832.82,-4.5194,20.9456,78.96,78.96,0.99,0.99,77.97,77.97,78.96→0.99 (Δ=77.97),78.96→0.99 (Δ=77.97),65.85,253.98
2237,223387.58,-3.8985,21.0112,80.13,80.13,2.16,2.16,77.97,77.97,80.13→2.16 (Δ=77.97),80.13→2.16 (Δ=77.97),65.85,253.98
2238,223053.14,-4.627,21.3223,78.11,78.11,0.14,0.14,77.97,77.97,78.11→0.14 (Δ=77.97),78.11→0.14 (Δ=77.97),65.85,253.98
2239,222701.18,-4.2723,21.4021,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
2240,222802.88,-4.3477,21.5309,77.67,77.67,0.3,0.3,77.38,77.38,77.67→0.30 (Δ=77.38),77.67→0.30 (Δ=77.38),65.85,253.98
2241,222397.5,-4.5008,21.0571,78.78,78.78,0.81,0.81,77.97,77.97,78.78→0.81 (Δ=77.97),78.78→0.81 (Δ=77.97),65.85,253.98
2242,222309.37,-4.7839,21.7016,79.41,79.41,1.44,1.44,77.97,77.97,79.41→1.44 (Δ=77.97),79.41→1.44 (Δ=77.97),65.85,253.98
2243,222821.8,-4.7391,21.6834,78.89,78.89,0.92,0.92,77.97,77.97,78.89→0.92 (Δ=77.97),78.89→0.92 (Δ=77.97),65.85,253.98
2244,222564.17,-4.5951,21.6275,80.39,80.39,2.42,2.42,77.97,77.97,80.39→2.42 (Δ=77.97),80.39→2.42 (Δ=77.97),65.85,253.98
2245,222420.9,-5.6119,21.3534,78.81,78.81,0.84,0.84,77.97,77.97,78.81→0.84 (Δ=77.97),78.81→0.84 (Δ=77.97),65.85,253.98
2246,222202.04,-4.7134,21.9557,78.1,78.1,0.13,0.13,77.97,77.97,78.10→0.13 (Δ=77.97),78.10→0.13 (Δ=77.97),65.85,253.98
2247,223369.54,-4.6941,21.4286,79.39,79.39,1.42,1.42,77.97,77.97,79.39→1.42 (Δ=77.97),79.39→1.42 (Δ=77.97),65.85,253.98
2248,223113.36,-4.4834,21.7406,77.18,77.18,0.78,0.78,76.4,76.4,77.18→0.78 (Δ=76.40),77.18→0.78 (Δ=76.40),65.85,253.98
2249,222847.6,-4.8842,21.7805,77.63,77.63,0.33,0.33,77.3,77.3,77.63→0.33 (Δ=77.30),77.63→0.33 (Δ=77.30),65.85,253.98
2250,222239.55,-5.3331,21.5868,77.89,77.89,0.08,0.08,77.8,77.8,77.89→0.08 (Δ=77.80),77.89→0.08 (Δ=77.80),65.85,253.98
2251,223389.98,-5.0755,21.6689,78.8,78.8,0.83,0.83,77.97,77.97,78.80→0.83 (Δ=77.97),78.80→0.83 (Δ=77.97),65.85,253.98
2252,223303.83,-4.7323,21.9125,77.81,77.81,0.16,0.16,77.66,77.66,77.81→0.16 (Δ=77.66),77.81→0.16 (Δ=77.66),65.85,253.98
2253,223285.91,-5.155,22.0625,76.98,76.98,0.98,0.98,76.0,76.0,76.98→0.98 (Δ=76.00),76.98→0.98 (Δ=76.00),65.85,253.98
2254,223598.1,-4.764,22.2361,79.05,79.05,1.08,1.08,77.97,77.97,79.05→1.08 (Δ=77.97),79.05→1.08 (Δ=77.97),65.85,253.98
2255,223939.25,-4.6222,22.3883,78.18,78.18,0.21,0.21,77.97,77.97,78.18→0.21 (Δ=77.97),78.18→0.21 (Δ=77.97),65.85,253.98
2256,222938.11,-4.8304,22.0195,77.95,77.95,0.02,0.02,77.93,77.93,77.95→0.02 (Δ=77.93),77.95→0.02 (Δ=77.93),65.85,253.98
2257,223274.13,-5.328,22.3045,78.38,78.38,0.41,0.41,77.97,77.97,78.38→0.41 (Δ=77.97),78.38→0.41 (Δ=77.97),65.85,253.98
2258,223851.93,-5.2622,22.0475,79.84,79.84,1.87,1.87,77.97,77.97,79.84→1.87 (Δ=77.97),79.84→1.87 (Δ=77.97),65.85,253.98
2259,223728.46,-5.247,21.8787,77.06,77.06,0.9,0.9,76.16,76.16,77.06→0.90 (Δ=76.16),77.06→0.90 (Δ=76.16),65.85,253.98
2260,224942.23,-5.3351,21.9319,77.64,77.64,0.33,0.33,77.3,77.3,77.64→0.33 (Δ=77.30),77.64→0.33 (Δ=77.30),65.85,253.98
2261,224800.74,-5.4027,21.5349,79.33,79.33,1.37,1.37,77.97,77.97,79.33→1.37 (Δ=77.97),79.33→1.37 (Δ=77.97),65.85,253.98
2262,225089.72,-5.9479,21.7569,77.9,77.9,0.07,0.07,77.83,77.83,77.90→0.07 (Δ=77.83),77.90→0.07 (Δ=77.83),65.85,253.98
2263,225286.53,-5.1755,21.5937,79.15,79.15,1.19,1.19,77.97,77.97,79.15→1.19 (Δ=77.97),79.15→1.19 (Δ=77.97),65.85,253.98
2264,225053.97,-4.901,21.8805,77.52,77.52,0.44,0.44,77.08,77.08,77.52→0.44 (Δ=77.08),77.52→0.44 (Δ=77.08),65.85,253.98
2265,225339.95,-5.1919,21.5785,76.91,76.91,1.05,1.05,75.86,75.86,76.91→1.05 (Δ=75.86),76.91→1.05 (Δ=75.86),65.85,253.98
2266,224993.1,-5.3793,21.8929,78.04,78.04,0.07,0.07,77.97,77.97,78.04→0.07 (Δ=77.97),78.04→0.07 (Δ=77.97),65.85,253.98
2267,224181.34,-5.0481,21.9735,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
2268,224485.18,-4.3505,21.8934,79.22,79.22,1.25,1.25,77.97,77.97,79.22→1.25 (Δ=77.97),79.22→1.25 (Δ=77.97),65.85,253.98
2269,224140.22,-5.0944,21.7575,78.36,78.36,0.4,0.4,77.97,77.97,78.36→0.40 (Δ=77.97),78.36→0.40 (Δ=77.97),65.85,253.98
2270,223993.33,-4.4073,22.1221,77.82,77.82,0.14,0.14,77.68,77.68,77.82→0.14 (Δ=77.68),77.82→0.14 (Δ=77.68),65.85,253.98
2271,223363.59,-4.4789,21.7839,79.05,79.05,1.08,1.08,77.97,77.97,79.05→1.08 (Δ=77.97),79.05→1.08 (Δ=77.97),65.85,253.98
2272,223077.04,-5.0407,21.9886,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
2273,223676.73,-4.782,21.9885,77.99,77.99,0.02,0.02,77.97,77.97,77.99→0.02 (Δ=77.97),77.99→0.02 (Δ=77.97),65.85,253.98
2274,222980.39,-4.291,21.8952,78.31,78.31,0.34,0.34,77.97,77.97,78.31→0.34 (Δ=77.97),78.31→0.34 (Δ=77.97),65.85,253.98
2275,223671.96,-5.4199,21.8165,76.86,76.86,1.1,1.1,75.76,75.76,76.86→1.10 (Δ=75.76),76.86→1.10 (Δ=75.76),65.85,253.98
2276,223968.53,-4.9021,22.2921,77.84,77.84,0.12,0.12,77.72,77.72,77.84→0.12 (Δ=77.72),77.84→0.12 (Δ=77.72),65.85,253.98
2277,224252.03,-4.864,21.8832,77.96,77.96,0.0,0.0,77.96,77.96,77.96→0.00 (Δ=77.96),77.96→0.00 (Δ=77.96),65.85,253.98
2278,224175.28,-4.5287,22.0158,77.48,77.48,0.49,0.49,76.99,76.99,77.48→0.49 (Δ=76.99),77.48→0.49 (Δ=76.99),65.85,253.98
2279,223077.22,-4.5341,22.0773,76.66,76.66,1.31,1.31,75.35,75.35,76.66→1.31 (Δ=75.35),76.66→1.31 (Δ=75.35),65.85,253.98
2280,222786.11,-4.3852,21.9343,78.27,78.27,0.3,0.3,77.97,77.97,78.27→0.30 (Δ=77.97),78.27→0.30 (Δ=77.97),65.85,253.98
2281,223020.54,-4.2864,22.1512,76.47,76.47,1.5,1.5,74.98,74.98,76.47→1.50 (Δ=74.98),76.47→1.50 (Δ=74.98),65.85,253.98
2282,222810.8,-4.0749,22.1098,78.94,78.94,0.97,0.97,77.97,77.97,78.94→0.97 (Δ=77.97),78.94→0.97 (Δ=77.97),65.85,253.98
2283,222676.51,-4.1851,21.6116,77.95,77.95,0.02,0.02,77.93,77.93,77.95→0.02 (Δ=77.93),77.95→0.02 (Δ=77.93),65.85,253.98
2284,222427.2,-5.169,22.1623,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
2285,222250.16,-5.2118,22.1639,78.05,78.05,0.09,0.09,77.97,77.97,78.05→0.09 (Δ=77.97),78.05→0.09 (Δ=77.97),65.85,253.98
2286,222406.11,-5.1182,22.1158,78.01,78.01,0.04,0.04,77.97,77.97,78.01→0.04 (Δ=77.97),78.01→0.04 (Δ=77.97),65.85,253.98
2287,221931.25,-5.0733,22.2793,77.88,77.88,0.09,0.09,77.79,77.79,77.88→0.09 (Δ=77.79),77.88→0.09 (Δ=77.79),65.85,253.98
2288,223261.16,-5.2576,21.918,77.49,77.49,0.47,0.47,77.02,77.02,77.49→0.47 (Δ=77.02),77.49→0.47 (Δ=77.02),65.85,253.98
2289,223099.82,-5.3632,21.5806,76.65,76.65,1.31,1.31,75.34,75.34,76.65→1.31 (Δ=75.34),76.65→1.31 (Δ=75.34),65.85,253.98
2290,223671.8,-5.254,21.4819,77.57,77.57,0.39,0.39,77.18,77.18,77.57→0.39 (Δ=77.18),77.57→0.39 (Δ=77.18),65.85,253.98
2291,224417.86,-5.4861,21.2838,78.65,78.65,0.69,0.69,77.97,77.97,78.65→0.69 (Δ=77.97),78.65→0.69 (Δ=77.97),65.85,253.98
2292,224086.76,-4.7407,21.2312,79.64,79.64,1.68,1.68,77.97,77.97,79.64→1.68 (Δ=77.97),79.64→1.68 (Δ=77.97),65.85,253.98
2293,224137.23,-4.7801,21.6147,77.15,77.15,0.82,0.82,76.33,76.33,77.15→0.82 (Δ=76.33),77.15→0.82 (Δ=76.33),65.85,253.98
2294,223974.46,-4.7655,21.8433,78.86,78.86,0.9,0.9,77.97,77.97,78.86→0.90 (Δ=77.97),78.86→0.90 (Δ=77.97),65.85,253.98
2295,223887.36,-4.9373,21.7025,79.26,79.26,1.29,1.29,77.97,77.97,79.26→1.29 (Δ=77.97),79.26→1.29 (Δ=77.97),65.85,253.98
2296,223514.77,-5.0869,21.6712,78.85,78.85,0.88,0.88,77.97,77.97,78.85→0.88 (Δ=77.97),78.85→0.88 (Δ=77.97),65.85,253.98
