Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y,eccentricity_mm,angle_from_bottom_deg
2550,221042.38,-4.9804,23.7318,77.71,77.71,1.37,1.37,76.34,76.34,77.71→1.37 (Δ=76.34),77.71→1.37 (Δ=76.34),70.79,252.31,4.9804,0.11346144225840815
2551,222024.97,-6.3278,24.3506,76.85,76.85,2.24,2.24,74.61,74.61,76.85→2.24 (Δ=74.61),76.85→2.24 (Δ=74.61),70.79,252.31,6.3278,0.144099948002664
2552,221547.19,-5.9585,23.9311,77.69,77.69,1.4,1.4,76.29,76.29,77.69→1.40 (Δ=76.29),77.69→1.40 (Δ=76.29),70.79,252.31,5.9585,0.13563617977263887
2553,223119.99,-6.2691,24.6977,77.12,77.12,1.96,1.96,75.16,75.16,77.12→1.96 (Δ=75.16),77.12→1.96 (Δ=75.16),70.79,252.31,6.2691,0.14264981301612248
2554,222121.59,-6.7791,24.7169,76.9,76.9,2.18,2.18,74.72,74.72,76.90→2.18 (Δ=74.72),76.90→2.18 (Δ=74.72),70.79,252.31,6.7791,0.15419328352804829
2555,221553.85,-7.2157,24.8679,79.0,79.0,0.08,0.08,78.92,78.92,79.00→0.08 (Δ=78.92),79.00→0.08 (Δ=78.92),70.79,252.31,7.2157,0.16405874061480574
2556,220981.94,-7.1851,24.7867,76.95,76.95,2.14,2.14,74.81,74.81,76.95→2.14 (Δ=74.81),76.95→2.14 (Δ=74.81),70.79,252.31,7.1851,0.16329821130297445
2557,222713.99,-7.1681,25.0125,79.41,79.41,0.32,0.32,79.08,79.08,79.41→0.32 (Δ=79.08),79.41→0.32 (Δ=79.08),70.79,252.31,7.1681,0.16284725266214625
2558,223760.94,-6.4713,25.1964,79.46,79.46,0.38,0.38,79.08,79.08,79.46→0.38 (Δ=79.08),79.46→0.38 (Δ=79.08),70.79,252.31,6.4713,0.14695892384893752
2559,223257.46,-6.8384,24.7758,78.53,78.53,0.56,0.56,77.97,77.97,78.53→0.56 (Δ=77.97),78.53→0.56 (Δ=77.97),70.79,252.31,6.8384,0.15523395400905995
2560,223846.05,-6.4392,24.4807,77.47,77.47,1.61,1.61,75.87,75.87,77.47→1.61 (Δ=75.87),77.47→1.61 (Δ=75.87),70.79,252.31,6.4392,0.14611413214128016
2561,225211.73,-5.9859,24.4779,78.0,78.0,1.09,1.09,76.91,76.91,78.00→1.09 (Δ=76.91),78.00→1.09 (Δ=76.91),70.79,252.31,5.9859,0.1357744119585188
2562,224490.59,-5.8725,24.6321,77.39,77.39,1.7,1.7,75.69,75.69,77.39→1.70 (Δ=75.69),77.39→1.70 (Δ=75.69),70.79,252.31,5.8725,0.13314952888373413
2563,223866.7,-6.0974,24.2678,79.03,79.03,0.06,0.06,78.97,78.97,79.03→0.06 (Δ=78.97),79.03→0.06 (Δ=78.97),70.79,252.31,6.0974,0.1381940698374661
2564,223562.57,-5.1,24.5158,79.97,79.97,0.89,0.89,79.08,79.08,79.97→0.89 (Δ=79.08),79.97→0.89 (Δ=79.08),70.79,252.31,5.1,0.11554293373234815
2565,222812.27,-5.0787,24.2043,77.7,77.7,1.39,1.39,76.31,76.31,77.70→1.39 (Δ=76.31),77.70→1.39 (Δ=76.31),70.79,252.31,5.0787,0.11501489508178976
2566,222365.06,-5.2646,24.1849,77.11,77.11,1.97,1.97,75.14,75.14,77.11→1.97 (Δ=75.14),77.11→1.97 (Δ=75.14),70.79,252.31,5.2646,0.1191777660220048
2567,221643.73,-4.6737,24.4311,78.2,78.2,0.88,0.88,77.33,77.33,78.20→0.88 (Δ=77.33),78.20→0.88 (Δ=77.33),70.79,252.31,4.6737,0.10575947100429264
2568,222537.69,-5.7891,24.5166,79.65,79.65,0.57,0.57,79.08,79.08,79.65→0.57 (Δ=79.08),79.65→0.57 (Δ=79.08),70.79,252.31,5.7891,0.1309476587701616
2569,222866.22,-5.0051,24.676,78.05,78.05,1.04,1.04,77.01,77.01,78.05→1.04 (Δ=77.01),78.05→1.04 (Δ=77.01),70.79,252.31,5.0051,0.11316919223068807
2570,223254.43,-6.2595,25.3784,78.54,78.54,0.55,0.55,77.99,77.99,78.54→0.55 (Δ=77.99),78.54→0.55 (Δ=77.99),70.79,252.31,6.2595,0.14147621418966255
2571,222542.53,-4.8623,25.286,78.85,78.85,0.23,0.23,78.62,78.62,78.85→0.23 (Δ=78.62),78.85→0.23 (Δ=78.62),70.79,252.31,4.8623,0.10985367797911197
2572,222983.45,-5.732,24.7813,78.34,78.34,0.75,0.75,77.59,77.59,78.34→0.75 (Δ=77.59),78.34→0.75 (Δ=77.59),70.79,252.31,5.732,0.12945165523911362
2573,222268.96,-6.4606,25.2711,79.3,79.3,0.22,0.22,79.08,79.08,79.30→0.22 (Δ=79.08),79.30→0.22 (Δ=79.08),70.79,252.31,6.4606,0.14584882332220706
2574,222792.92,-6.3665,25.1567,78.62,78.62,0.46,0.46,78.16,78.16,78.62→0.46 (Δ=78.16),78.62→0.46 (Δ=78.16),70.79,252.31,6.3665,0.14366790696008724
2575,222733.94,-5.7588,24.9766,77.68,77.68,1.4,1.4,76.28,76.28,77.68→1.40 (Δ=76.28),77.68→1.40 (Δ=76.28),70.79,252.31,5.7588,0.1299032951556548
2576,222952.24,-5.84,24.9323,78.17,78.17,0.91,0.91,77.26,77.26,78.17→0.91 (Δ=77.26),78.17→0.91 (Δ=77.26),70.79,252.31,5.84,0.1316831024013706
2577,222987.96,-5.2872,24.5985,78.02,78.02,1.06,1.06,76.96,76.96,78.02→1.06 (Δ=76.96),78.02→1.06 (Δ=76.96),70.79,252.31,5.2872,0.11917144319337901
2578,222893.73,-6.2881,24.3001,79.15,79.15,0.07,0.07,79.08,79.08,79.15→0.07 (Δ=79.08),79.15→0.07 (Δ=79.08),70.79,252.31,6.2881,0.14167552373967138
2579,222357.23,-5.3551,24.5153,79.27,79.27,0.18,0.18,79.08,79.08,79.27→0.18 (Δ=79.08),79.27→0.18 (Δ=79.08),70.79,252.31,5.3551,0.1206069873005359
2580,222618.42,-5.7095,24.128,79.99,79.99,0.91,0.91,79.08,79.08,79.99→0.91 (Δ=79.08),79.99→0.91 (Δ=79.08),70.79,252.31,5.7095,0.12853819423343923
2581,222364.46,-5.0459,24.3481,78.15,78.15,0.93,0.93,77.22,77.22,78.15→0.93 (Δ=77.22),78.15→0.93 (Δ=77.22),70.79,252.31,5.0459,0.1135539651672374
2582,222102.25,-5.8755,23.7721,79.03,79.03,0.05,0.05,78.97,78.97,79.03→0.05 (Δ=78.97),79.03→0.05 (Δ=78.97),70.79,252.31,5.8755,0.13217147836220067
2583,221956.51,-5.5376,24.1369,80.16,80.16,1.08,1.08,79.08,79.08,80.16→1.08 (Δ=79.08),80.16→1.08 (Δ=79.08),70.79,252.31,5.5376,0.12452143214148484
2584,222741.79,-5.8976,23.9393,78.37,78.37,0.72,0.72,77.65,77.65,78.37→0.72 (Δ=77.65),78.37→0.72 (Δ=77.65),70.79,252.31,5.8976,0.13256452973694696
2585,222988.61,-6.398,24.4178,78.48,78.48,0.61,0.61,77.87,77.87,78.48→0.61 (Δ=77.87),78.48→0.61 (Δ=77.87),70.79,252.31,6.398,0.1437559325890256
2586,223468.19,-6.1281,24.0233,78.77,78.77,0.31,0.31,78.45,78.45,78.77→0.31 (Δ=78.45),78.77→0.31 (Δ=78.45),70.79,252.31,6.1281,0.13763762878919045
2587,224698.53,-7.0779,23.6053,77.81,77.81,1.28,1.28,76.53,76.53,77.81→1.28 (Δ=76.53),77.81→1.28 (Δ=76.53),70.79,252.31,7.0779,0.15890782053765054
2588,224502.75,-7.0886,23.4747,79.85,79.85,0.77,0.77,79.08,79.08,79.85→0.77 (Δ=79.08),79.85→0.77 (Δ=79.08),70.79,252.31,7.0886,0.15908571051629591
2589,225344.85,-5.8211,24.0744,78.43,78.43,0.66,0.66,77.77,77.77,78.43→0.66 (Δ=77.77),78.43→0.66 (Δ=77.77),70.79,252.31,5.8211,0.1305888350019995
2590,225262.37,-6.5308,23.6973,77.66,77.66,1.42,1.42,76.24,76.24,77.66→1.42 (Δ=76.24),77.66→1.42 (Δ=76.24),70.79,252.31,6.5308,0.14645262697464048
2591,224989.24,-6.7908,23.9533,78.88,78.88,0.2,0.2,78.69,78.69,78.88→0.20 (Δ=78.69),78.88→0.20 (Δ=78.69),70.79,252.31,6.7908,0.15222349923893896
2592,225153.88,-5.4253,23.5828,78.06,78.06,1.02,1.02,77.04,77.04,78.06→1.02 (Δ=77.04),78.06→1.02 (Δ=77.04),70.79,252.31,5.4253,0.1215668072495249
2593,225104.66,-6.1087,24.0292,77.92,77.92,1.17,1.17,76.75,76.75,77.92→1.17 (Δ=76.75),77.92→1.17 (Δ=76.75),70.79,252.31,6.1087,0.13682645151257292
2594,224679.97,-5.2077,23.947,79.25,79.25,0.17,0.17,79.08,79.08,79.25→0.17 (Δ=79.08),79.25→0.17 (Δ=79.08),70.79,252.31,5.2077,0.1165997729834974
2595,224300.85,-5.312,23.852,79.94,79.94,0.86,0.86,79.08,79.08,79.94→0.86 (Δ=79.08),79.94→0.86 (Δ=79.08),70.79,252.31,5.312,0.11888857185997266
2596,223902.68,-5.1451,23.5972,77.36,77.36,1.72,1.72,75.63,75.63,77.36→1.72 (Δ=75.63),77.36→1.72 (Δ=75.63),70.79,252.31,5.1451,0.1151082071705198
2597,223349.41,-5.1932,23.6576,76.85,76.85,2.24,2.24,74.61,74.61,76.85→2.24 (Δ=74.61),76.85→2.24 (Δ=74.61),70.79,252.31,5.1932,0.11613896746641642
2598,221911.12,-4.9878,23.6773,79.37,79.37,0.29,0.29,79.08,79.08,79.37→0.29 (Δ=79.08),79.37→0.29 (Δ=79.08),70.79,252.31,4.9878,0.11150196187494059
2599,222186.01,-5.232,23.6336,78.13,78.13,0.96,0.96,77.17,77.17,78.13→0.96 (Δ=77.17),78.13→0.96 (Δ=77.17),70.79,252.31,5.232,0.11691540652942158
2600,221213.28,-3.9818,23.4768,77.35,77.35,1.73,1.73,75.63,75.63,77.35→1.73 (Δ=75.63),77.35→1.73 (Δ=75.63),70.79,252.31,3.9818,0.08894352889146297
2601,221596.27,-5.5833,23.2758,78.28,78.28,0.8,0.8,77.48,77.48,78.28→0.80 (Δ=77.48),78.28→0.80 (Δ=77.48),70.79,252.31,5.5833,0.12466836356525675
2602,220998.59,-5.9858,23.3878,77.38,77.38,1.7,1.7,75.68,75.68,77.38→1.70 (Δ=75.68),77.38→1.70 (Δ=75.68),70.79,252.31,5.9858,0.13360360553328232
2603,221634.18,-5.5499,23.7641,79.48,79.48,0.39,0.39,79.08,79.08,79.48→0.39 (Δ=79.08),79.48→0.39 (Δ=79.08),70.79,252.31,5.5499,0.12382607151511367
2604,221606.25,-6.2691,23.9901,77.77,77.77,1.32,1.32,76.45,76.45,77.77→1.32 (Δ=76.45),77.77→1.32 (Δ=76.45),70.79,252.31,6.2691,0.13981792851275726
2605,221380.73,-5.9406,23.9607,77.91,77.91,1.17,1.17,76.74,76.74,77.91→1.17 (Δ=76.74),77.91→1.17 (Δ=76.74),70.79,252.31,5.9406,0.1324399616977502
2606,221062.87,-5.6239,23.7016,80.07,80.07,0.99,0.99,79.08,79.08,80.07→0.99 (Δ=79.08),80.07→0.99 (Δ=79.08),70.79,252.31,5.6239,0.12533069640916786
2607,221835.68,-5.6612,23.5083,78.14,78.14,0.95,0.95,77.19,77.19,78.14→0.95 (Δ=77.19),78.14→0.95 (Δ=77.19),70.79,252.31,5.6612,0.12611288614211758
2608,221348.2,-6.2652,23.2418,77.79,77.79,1.29,1.29,76.49,76.49,77.79→1.29 (Δ=76.49),77.79→1.29 (Δ=76.49),70.79,252.31,6.2652,0.13951372263894174
2609,221450.66,-5.165,23.5763,79.91,79.91,0.82,0.82,79.08,79.08,79.91→0.82 (Δ=79.08),79.91→0.82 (Δ=79.08),70.79,252.31,5.165,0.11496981507335122
2610,221575.55,-6.264,23.9714,78.18,78.18,0.9,0.9,77.28,77.28,78.18→0.90 (Δ=77.28),78.18→0.90 (Δ=77.28),70.79,252.31,6.264,0.13937866210608119
2611,221669.98,-5.8196,23.9781,77.95,77.95,1.13,1.13,76.83,76.83,77.95→1.13 (Δ=76.83),77.95→1.13 (Δ=76.83),70.79,252.31,5.8196,0.12944019844217838
2612,222343.74,-7.0098,24.6053,78.69,78.69,0.39,0.39,78.29,78.29,78.69→0.39 (Δ=78.29),78.69→0.39 (Δ=78.29),70.79,252.31,7.0098,0.1558521399516905
2613,222323.0,-6.7,24.546,77.92,77.92,1.17,1.17,76.75,76.75,77.92→1.17 (Δ=76.75),77.92→1.17 (Δ=76.75),70.79,252.31,6.7,0.14890646177277567
2614,223019.29,-6.8689,24.4667,78.84,78.84,0.24,0.24,78.6,78.6,78.84→0.24 (Δ=78.60),78.84→0.24 (Δ=78.60),70.79,252.31,6.8689,0.15260102726146363
2615,223970.39,-6.7786,24.8311,77.4,77.4,1.68,1.68,75.72,75.72,77.40→1.68 (Δ=75.72),77.40→1.68 (Δ=75.72),70.79,252.31,6.7786,0.15053654160123514
2616,223568.23,-7.2249,24.8699,77.54,77.54,1.54,1.54,76.0,76.0,77.54→1.54 (Δ=76.00),77.54→1.54 (Δ=76.00),70.79,252.31,7.2249,0.16038558549871157
2617,223756.99,-7.1497,24.959,78.01,78.01,1.07,1.07,76.94,76.94,78.01→1.07 (Δ=76.94),78.01→1.07 (Δ=76.94),70.79,252.31,7.1497,0.15865475901464485
2618,223909.42,-7.1506,24.7741,78.79,78.79,0.3,0.3,78.49,78.49,78.79→0.30 (Δ=78.49),78.79→0.30 (Δ=78.49),70.79,252.31,7.1506,0.15861330019077552
2619,224407.56,-6.4957,24.991,79.37,79.37,0.28,0.28,79.08,79.08,79.37→0.28 (Δ=79.08),79.37→0.28 (Δ=79.08),70.79,252.31,6.4957,0.1440307318210147
2620,224576.64,-6.4078,24.7021,79.99,79.99,0.91,0.91,79.08,79.08,79.99→0.91 (Δ=79.08),79.99→0.91 (Δ=79.08),70.79,252.31,6.4078,0.14202674815677055
2621,224632.26,-6.4691,25.1843,79.24,79.24,0.15,0.15,79.08,79.08,79.24→0.15 (Δ=79.08),79.24→0.15 (Δ=79.08),70.79,252.31,6.4691,0.1433299899765344
2622,224646.52,-5.5774,24.5802,79.62,79.62,0.54,0.54,79.08,79.08,79.62→0.54 (Δ=79.08),79.62→0.54 (Δ=79.08),70.79,252.31,5.5774,0.12352569986282912
2623,223916.23,-6.4033,24.8701,77.57,77.57,1.52,1.52,76.05,76.05,77.57→1.52 (Δ=76.05),77.57→1.52 (Δ=76.05),70.79,252.31,6.4033,0.14176248697809027
2624,224014.3,-4.9223,24.5329,78.82,78.82,0.26,0.26,78.56,78.56,78.82→0.26 (Δ=78.56),78.82→0.26 (Δ=78.56),70.79,252.31,4.9223,0.10893266731702932
2625,223803.77,-6.3114,24.3328,78.29,78.29,0.79,0.79,77.49,77.49,78.29→0.79 (Δ=77.49),78.29→0.79 (Δ=77.49),70.79,252.31,6.3114,0.13962002588509495
2626,223093.2,-6.2619,24.1227,76.83,76.83,2.26,2.26,74.57,74.57,76.83→2.26 (Δ=74.57),76.83→2.26 (Δ=74.57),70.79,252.31,6.2619,0.13847153346415406
2627,222795.62,-5.992,24.1685,79.09,79.09,0.01,0.01,79.08,79.08,79.09→0.01 (Δ=79.08),79.09→0.01 (Δ=79.08),70.79,252.31,5.992,0.13245204447278994
2628,222907.93,-6.1743,23.7479,80.3,80.3,1.21,1.21,79.08,79.08,80.30→1.21 (Δ=79.08),80.30→1.21 (Δ=79.08),70.79,252.31,6.1743,0.13642910253005708
2629,222543.42,-6.2945,24.3289,78.84,78.84,0.24,0.24,78.6,78.6,78.84→0.24 (Δ=78.60),78.84→0.24 (Δ=78.60),70.79,252.31,6.2945,0.13903144806909107
2630,221996.41,-6.1041,24.1226,77.94,77.94,1.15,1.15,76.79,76.79,77.94→1.15 (Δ=76.79),77.94→1.15 (Δ=76.79),70.79,252.31,6.1041,0.13477399717943386
2631,221046.28,-6.5149,24.6275,80.18,80.18,1.09,1.09,79.08,79.08,80.18→1.09 (Δ=79.08),80.18→1.09 (Δ=79.08),70.79,252.31,6.5149,0.14378870967455545
2632,222780.7,-7.0737,24.5527,78.42,78.42,0.66,0.66,77.77,77.77,78.42→0.66 (Δ=77.77),78.42→0.66 (Δ=77.77),70.79,252.31,7.0737,0.1560616685586976
2633,222607.39,-6.4365,24.3684,78.31,78.31,0.77,0.77,77.54,77.54,78.31→0.77 (Δ=77.54),78.31→0.77 (Δ=77.54),70.79,252.31,6.4365,0.14194901089910253
2634,222279.07,-6.4436,24.5556,77.02,77.02,2.06,2.06,74.96,74.96,77.02→2.06 (Δ=74.96),77.02→2.06 (Δ=74.96),70.79,252.31,6.4436,0.14205091513397375
2635,221925.96,-6.2041,24.8878,79.48,79.48,0.39,0.39,79.08,79.08,79.48→0.39 (Δ=79.08),79.48→0.39 (Δ=79.08),70.79,252.31,6.2041,0.13671848884998533
2636,222923.72,-6.4797,24.8853,77.75,77.75,1.34,1.34,76.41,76.41,77.75→1.34 (Δ=76.41),77.75→1.34 (Δ=76.41),70.79,252.31,6.4797,0.14273690675550574
2637,223250.82,-6.1434,24.539,78.33,78.33,0.75,0.75,77.58,77.58,78.33→0.75 (Δ=77.58),78.33→0.75 (Δ=77.58),70.79,252.31,6.1434,0.13527680161779748
2638,222430.9,-4.716,24.6209,80.04,80.04,0.96,0.96,79.08,79.08,80.04→0.96 (Δ=79.08),80.04→0.96 (Δ=79.08),70.79,252.31,4.716,0.10380583962221625
2639,221988.7,-5.5212,24.3463,81.5,81.5,2.42,2.42,79.08,79.08,81.50→2.42 (Δ=79.08),81.50→2.42 (Δ=79.08),70.79,252.31,5.5212,0.12148271267419242
2640,220718.73,-5.9083,24.7636,77.6,77.6,1.48,1.48,76.12,76.12,77.60→1.48 (Δ=76.12),77.60→1.48 (Δ=76.12),70.79,252.31,5.9083,0.12995012423695823
2641,221386.53,-4.9509,23.738,78.76,78.76,0.33,0.33,78.43,78.43,78.76→0.33 (Δ=78.43),78.76→0.33 (Δ=78.43),70.79,252.31,4.9509,0.10885085706701143
2642,221072.18,-5.793,23.8206,78.88,78.88,0.2,0.2,78.68,78.68,78.88→0.20 (Δ=78.68),78.88→0.20 (Δ=78.68),70.79,252.31,5.793,0.1273164190343457
2643,220609.33,-6.5347,23.8803,78.87,78.87,0.22,0.22,78.65,78.65,78.87→0.22 (Δ=78.65),78.87→0.22 (Δ=78.65),70.79,252.31,6.5347,0.1435620961823205
2644,219885.5,-6.0368,24.1232,78.46,78.46,0.62,0.62,77.84,77.84,78.46→0.62 (Δ=77.84),78.46→0.62 (Δ=77.84),70.79,252.31,6.0368,0.13257284189299126
2645,220693.3,-6.153,24.1175,77.11,77.11,1.97,1.97,75.14,75.14,77.11→1.97 (Δ=75.14),77.11→1.97 (Δ=75.14),70.79,252.31,6.153,0.1350729035417744
2646,220062.57,-5.6051,24.0502,77.23,77.23,1.86,1.86,75.37,75.37,77.23→1.86 (Δ=75.37),77.23→1.86 (Δ=75.37),70.79,252.31,5.6051,0.1229981158253201
2647,220757.71,-6.0554,24.2868,76.79,76.79,2.29,2.29,74.51,74.51,76.79→2.29 (Δ=74.51),76.79→2.29 (Δ=74.51),70.79,252.31,6.0554,0.13282857645667318
2648,221386.4,-6.8539,23.8655,77.06,77.06,2.02,2.02,75.05,75.05,77.06→2.02 (Δ=75.05),77.06→2.02 (Δ=75.05),70.79,252.31,6.8539,0.15028650692703077
2649,221060.89,-6.8456,24.1119,79.01,79.01,0.08,0.08,78.93,78.93,79.01→0.08 (Δ=78.93),79.01→0.08 (Δ=78.93),70.79,252.31,6.8456,0.15004708935910407
2650,221664.46,-6.4626,24.2049,78.9,78.9,0.18,0.18,78.73,78.73,78.90→0.18 (Δ=78.73),78.90→0.18 (Δ=78.73),70.79,252.31,6.4626,0.1415980691559824
2651,221380.69,-6.3337,23.9287,78.16,78.16,0.92,0.92,77.24,77.24,78.16→0.92 (Δ=77.24),78.16→0.92 (Δ=77.24),70.79,252.31,6.3337,0.13872078349365244
2652,221150.16,-6.1563,24.3437,76.68,76.68,2.4,2.4,74.27,74.27,76.68→2.40 (Δ=74.27),76.68→2.40 (Δ=74.27),70.79,252.31,6.1563,0.1347838581428446
2653,221479.6,-5.8226,24.4772,78.25,78.25,0.83,0.83,77.42,77.42,78.25→0.83 (Δ=77.42),78.25→0.83 (Δ=77.42),70.79,252.31,5.8226,0.1274292802638795
2654,221177.7,-6.4279,24.1664,77.65,77.65,1.43,1.43,76.22,76.22,77.65→1.43 (Δ=76.22),77.65→1.43 (Δ=76.22),70.79,252.31,6.4279,0.14062268103688497
2655,220876.94,-5.7474,24.1598,78.62,78.62,0.47,0.47,78.15,78.15,78.62→0.47 (Δ=78.15),78.62→0.47 (Δ=78.15),70.79,252.31,5.7474,0.12568749425846307
2656,220481.71,-5.1372,24.1792,77.6,77.6,1.49,1.49,76.11,76.11,77.60→1.49 (Δ=76.11),77.60→1.49 (Δ=76.11),70.79,252.31,5.1372,0.11230045845004957
2657,220958.89,-5.0399,24.1705,76.1,76.1,2.98,2.98,73.11,73.11,76.10→2.98 (Δ=73.11),76.10→2.98 (Δ=73.11),70.79,252.31,5.0399,0.11013144299619039
2658,219954.2,-4.9086,23.8513,77.92,77.92,1.16,1.16,76.76,76.76,77.92→1.16 (Δ=76.76),77.92→1.16 (Δ=76.76),70.79,252.31,4.9086,0.10722140107260117
2659,220072.68,-4.8993,24.2017,78.51,78.51,0.57,0.57,77.93,77.93,78.51→0.57 (Δ=77.93),78.51→0.57 (Δ=77.93),70.79,252.31,4.8993,0.10697747194178366
2660,220492.45,-6.2402,23.6179,78.11,78.11,0.98,0.98,77.13,77.13,78.11→0.98 (Δ=77.13),78.11→0.98 (Δ=77.13),70.79,252.31,6.2402,0.13620436183571447
2661,220836.08,-5.6833,24.3236,78.8,78.8,0.28,0.28,78.52,78.52,78.80→0.28 (Δ=78.52),78.80→0.28 (Δ=78.52),70.79,252.31,5.6833,0.12400174992330715
2662,220271.96,-5.858,24.2287,77.88,77.88,1.2,1.2,76.68,76.68,77.88→1.20 (Δ=76.68),77.88→1.20 (Δ=76.68),70.79,252.31,5.858,0.1277647963697471
2663,220427.58,-5.7985,24.1291,77.01,77.01,2.07,2.07,74.94,74.94,77.01→2.07 (Δ=74.94),77.01→2.07 (Δ=74.94),70.79,252.31,5.7985,0.12641896437330344
2664,221120.0,-5.8647,24.6929,78.99,78.99,0.09,0.09,78.9,78.9,78.99→0.09 (Δ=78.90),78.99→0.09 (Δ=78.90),70.79,252.31,5.8647,0.12781361762040497
2665,221862.56,-6.0403,24.4576,78.23,78.23,0.85,0.85,77.38,77.38,78.23→0.85 (Δ=77.38),78.23→0.85 (Δ=77.38),70.79,252.31,6.0403,0.13159052794221915
2666,220960.72,-6.1506,24.3375,78.15,78.15,0.94,0.94,77.21,77.21,78.15→0.94 (Δ=77.21),78.15→0.94 (Δ=77.21),70.79,252.31,6.1506,0.13394252356864797
2667,221220.88,-5.5397,24.2571,78.36,78.36,0.72,0.72,77.64,77.64,78.36→0.72 (Δ=77.64),78.36→0.72 (Δ=77.64),70.79,252.31,5.5397,0.12059307031800835
2668,221527.95,-5.4127,24.4698,76.79,76.79,2.29,2.29,74.5,74.5,76.79→2.29 (Δ=74.50),76.79→2.29 (Δ=74.50),70.79,252.31,5.4127,0.11778367979959137
2669,220766.57,-5.9376,24.8593,79.13,79.13,0.05,0.05,79.08,79.08,79.13→0.05 (Δ=79.08),79.13→0.05 (Δ=79.08),70.79,252.31,5.9376,0.12915673659819107
2670,220439.47,-6.4349,24.3329,78.09,78.09,0.99,0.99,77.1,77.1,78.09→0.99 (Δ=77.10),78.09→0.99 (Δ=77.10),70.79,252.31,6.4349,0.13992101656782316
2671,220691.1,-5.7176,23.9685,78.23,78.23,0.85,0.85,77.37,77.37,78.23→0.85 (Δ=77.37),78.23→0.85 (Δ=77.37),70.79,252.31,5.7176,0.12427687222890914
2672,220988.38,-5.9443,24.8444,76.79,76.79,2.3,2.3,74.49,74.49,76.79→2.30 (Δ=74.49),76.79→2.30 (Δ=74.49),70.79,252.31,5.9443,0.12915537553443465
2673,220670.52,-6.5828,24.7203,78.26,78.26,0.82,0.82,77.44,77.44,78.26→0.82 (Δ=77.44),78.26→0.82 (Δ=77.44),70.79,252.31,6.5828,0.1429741753306415
2674,221711.08,-6.9921,25.0,77.15,77.15,1.93,1.93,75.22,75.22,77.15→1.93 (Δ=75.22),77.15→1.93 (Δ=75.22),70.79,252.31,6.9921,0.15180632152066478
2675,221387.52,-6.1448,24.8131,78.22,78.22,0.87,0.87,77.35,77.35,78.22→0.87 (Δ=77.35),78.22→0.87 (Δ=77.35),70.79,252.31,6.1448,0.13336002657558146
2676,221913.18,-6.8257,24.9767,80.07,80.07,0.98,0.98,79.08,79.08,80.07→0.98 (Δ=79.08),80.07→0.98 (Δ=79.08),70.79,252.31,6.8257,0.1480813826014803
2677,222856.61,-6.9411,24.6705,77.29,77.29,1.8,1.8,75.49,75.49,77.29→1.80 (Δ=75.49),77.29→1.80 (Δ=75.49),70.79,252.31,6.9411,0.1505279410230772
2678,223719.36,-6.5255,24.5401,77.96,77.96,1.12,1.12,76.84,76.84,77.96→1.12 (Δ=76.84),77.96→1.12 (Δ=76.84),70.79,252.31,6.5255,0.14146153972923364
2679,223690.68,-7.4417,24.8649,79.39,79.39,0.31,0.31,79.08,79.08,79.39→0.31 (Δ=79.08),79.39→0.31 (Δ=79.08),70.79,252.31,7.4417,0.16126205617264666
2680,223863.37,-7.0666,24.7185,79.33,79.33,0.24,0.24,79.08,79.08,79.33→0.24 (Δ=79.08),79.33→0.24 (Δ=79.08),70.79,252.31,7.0666,0.15307576263399947
2681,223657.67,-7.1652,24.432,77.82,77.82,1.27,1.27,76.55,76.55,77.82→1.27 (Δ=76.55),77.82→1.27 (Δ=76.55),70.79,252.31,7.1652,0.1551529538534916
2682,224013.34,-6.6327,24.4982,77.77,77.77,1.31,1.31,76.47,76.47,77.77→1.31 (Δ=76.47),77.77→1.31 (Δ=76.47),70.79,252.31,6.6327,0.14356816071701148
2683,223466.48,-6.67,24.7753,79.61,79.61,0.53,0.53,79.08,79.08,79.61→0.53 (Δ=79.08),79.61→0.53 (Δ=79.08),70.79,252.31,6.67,0.14432101250397972
2684,223603.38,-6.6992,24.8897,77.49,77.49,1.6,1.6,75.89,75.89,77.49→1.60 (Δ=75.89),77.49→1.60 (Δ=75.89),70.79,252.31,6.6992,0.14489810035068898
2685,223070.53,-6.397,24.4989,77.64,77.64,1.44,1.44,76.21,76.21,77.64→1.44 (Δ=76.21),77.64→1.44 (Δ=76.21),70.79,252.31,6.397,0.138309580986944
2686,221971.36,-6.5662,24.9207,78.3,78.3,0.78,0.78,77.52,77.52,78.30→0.78 (Δ=77.52),78.30→0.78 (Δ=77.52),70.79,252.31,6.5662,0.1419142882275101
2687,221561.49,-6.6047,24.7388,79.78,79.78,0.7,0.7,79.08,79.08,79.78→0.70 (Δ=79.08),79.78→0.70 (Δ=79.08),70.79,252.31,6.6047,0.1426925537633403
2688,220639.82,-5.9202,24.7761,78.42,78.42,0.66,0.66,77.76,77.76,78.42→0.66 (Δ=77.76),78.42→0.66 (Δ=77.76),70.79,252.31,5.9202,0.12785597845428853
2689,220348.91,-6.5991,24.5968,76.57,76.57,2.51,2.51,74.07,74.07,76.57→2.51 (Δ=74.07),76.57→2.51 (Δ=74.07),70.79,252.31,6.5991,0.14246412938176106
